town,year,group,total_crashes,fatal_crashes,injury_or_fatal_crashes
Pomfret,2024,Driver/Passenger,81,0,20
Pomfret,2025,Driver/Passenger,84,2,28
Portland,2015,Driver/Passenger,133,2,37
Portland,2015,Pedestrian/Cyclist/Other,1,0,1
Portland,2016,Driver/Passenger,178,2,41
Portland,2016,Pedestrian/Cyclist/Other,2,0,1
Portland,2017,Driver/Passenger,176,2,46
Portland,2017,Pedestrian/Cyclist/Other,2,0,1
Portland,2018,Driver/Passenger,185,1,44
Portland,2018,Pedestrian/Cyclist/Other,1,0,1
Portland,2019,Driver/Passenger,151,0,41
Portland,2019,Pedestrian/Cyclist/Other,1,0,1
Portland,2020,Driver/Passenger,138,1,32
Portland,2021,Driver/Passenger,134,0,30
Portland,2021,Pedestrian/Cyclist/Other,2,0,2
Portland,2022,Driver/Passenger,126,0,33
Portland,2023,Driver/Passenger,128,1,35
Portland,2024,Driver/Passenger,143,0,35
Portland,2024,Pedestrian/Cyclist/Other,5,1,3
Portland,2025,Driver/Passenger,120,1,41
Portland,2025,Pedestrian/Cyclist/Other,1,0,1
Preston,2015,Driver/Passenger,183,0,71
Preston,2015,Pedestrian/Cyclist/Other,2,1,2
Preston,2016,Driver/Passenger,168,3,45
Preston,2016,Pedestrian/Cyclist/Other,3,1,3
Preston,2017,Driver/Passenger,170,1,45
Preston,2017,Pedestrian/Cyclist/Other,1,0,1
Preston,2018,Driver/Passenger,173,1,57
Preston,2019,Driver/Passenger,153,2,44
Preston,2019,Pedestrian/Cyclist/Other,1,0,1
Preston,2020,Driver/Passenger,96,1,26
Preston,2021,Driver/Passenger,128,0,31
Preston,2021,Pedestrian/Cyclist/Other,2,1,2
Preston,2022,Driver/Passenger,139,0,36
Preston,2023,Driver/Passenger,128,2,39
Preston,2023,Pedestrian/Cyclist/Other,1,0,1
Preston,2024,Driver/Passenger,124,2,21
Preston,2025,Driver/Passenger,144,0,38
Prospect,2015,Driver/Passenger,209,0,52
Prospect,2015,Pedestrian/Cyclist/Other,2,0,2
Prospect,2016,Driver/Passenger,198,1,58
Prospect,2016,Pedestrian/Cyclist/Other,1,0,1
Prospect,2017,Driver/Passenger,199,1,46
Prospect,2017,Pedestrian/Cyclist/Other,2,0,2
Prospect,2018,Driver/Passenger,178,2,46
Prospect,2019,Driver/Passenger,156,1,45
Prospect,2019,Pedestrian/Cyclist/Other,3,0,3
Prospect,2020,Driver/Passenger,118,1,30
Prospect,2021,Driver/Passenger,142,0,46
Prospect,2022,Driver/Passenger,162,1,39
Prospect,2022,Pedestrian/Cyclist/Other,2,0,2
Prospect,2023,Driver/Passenger,143,0,34
Prospect,2023,Pedestrian/Cyclist/Other,4,0,3
Prospect,2024,Driver/Passenger,144,0,41
Prospect,2024,Pedestrian/Cyclist/Other,1,0,1
Prospect,2025,Driver/Passenger,141,2,42
Putnam,2015,Driver/Passenger,195,2,51
Putnam,2015,Pedestrian/Cyclist/Other,1,0,1
Putnam,2016,Driver/Passenger,248,0,56
Putnam,2016,Pedestrian/Cyclist/Other,1,0,1
Putnam,2017,Driver/Passenger,204,3,42
Putnam,2017,Pedestrian/Cyclist/Other,3,0,2
Putnam,2018,Driver/Passenger,210,0,41
Putnam,2018,Pedestrian/Cyclist/Other,5,0,3
Putnam,2019,Driver/Passenger,214,0,52
Putnam,2019,Pedestrian/Cyclist/Other,4,0,4
Putnam,2020,Driver/Passenger,171,3,42
Putnam,2020,Pedestrian/Cyclist/Other,1,0,0
Putnam,2021,Driver/Passenger,208,0,53
Putnam,2021,Pedestrian/Cyclist/Other,1,0,1
Putnam,2022,Driver/Passenger,216,0,41
Putnam,2022,Pedestrian/Cyclist/Other,4,0,4
Putnam,2023,Driver/Passenger,231,1,54
Putnam,2023,Pedestrian/Cyclist/Other,1,0,1
Putnam,2024,Driver/Passenger,230,0,50
Putnam,2024,Pedestrian/Cyclist/Other,3,1,3
Putnam,2025,Driver/Passenger,275,0,65
Putnam,2025,Pedestrian/Cyclist/Other,2,0,2
Redding,2015,Driver/Passenger,182,0,31
Redding,2015,Pedestrian/Cyclist/Other,1,0,1
Redding,2016,Driver/Passenger,199,0,32
Redding,2016,Pedestrian/Cyclist/Other,4,0,2
Redding,2017,Driver/Passenger,167,0,32
Redding,2017,Pedestrian/Cyclist/Other,1,0,1
Redding,2018,Driver/Passenger,182,0,26
Redding,2019,Driver/Passenger,201,0,41
Redding,2020,Driver/Passenger,125,0,23
Redding,2021,Driver/Passenger,140,0,35
Redding,2021,Pedestrian/Cyclist/Other,1,0,0
Redding,2022,Driver/Passenger,197,1,40
Redding,2022,Pedestrian/Cyclist/Other,1,0,1
Redding,2023,Driver/Passenger,156,1,33
Redding,2024,Driver/Passenger,170,0,37
Redding,2024,Pedestrian/Cyclist/Other,4,0,2
Redding,2025,Driver/Passenger,195,0,31
Ridgefield,2015,Driver/Passenger,533,0,77
Ridgefield,2015,Pedestrian/Cyclist/Other,4,0,3
Ridgefield,2016,Driver/Passenger,468,0,71
Ridgefield,2016,Pedestrian/Cyclist/Other,3,0,3
Ridgefield,2017,Driver/Passenger,502,0,78
Ridgefield,2017,Pedestrian/Cyclist/Other,7,0,6
Ridgefield,2018,Driver/Passenger,513,0,84
Ridgefield,2018,Pedestrian/Cyclist/Other,8,0,8
Ridgefield,2019,Driver/Passenger,419,0,57
Ridgefield,2019,Pedestrian/Cyclist/Other,5,0,5
Ridgefield,2020,Driver/Passenger,287,2,46
Ridgefield,2020,Pedestrian/Cyclist/Other,4,0,2
Ridgefield,2021,Driver/Passenger,384,2,63
Ridgefield,2021,Pedestrian/Cyclist/Other,6,0,4
Ridgefield,2022,Driver/Passenger,408,0,70
Ridgefield,2022,Pedestrian/Cyclist/Other,6,0,5
Ridgefield,2023,Driver/Passenger,402,1,73
Ridgefield,2023,Pedestrian/Cyclist/Other,3,0,2
Ridgefield,2024,Driver/Passenger,428,2,85
Ridgefield,2024,Pedestrian/Cyclist/Other,6,0,6
Ridgefield,2025,Driver/Passenger,379,0,76
Ridgefield,2025,Pedestrian/Cyclist/Other,6,0,6
Rocky Hill,2015,Driver/Passenger,586,0,142
Rocky Hill,2015,Pedestrian/Cyclist/Other,1,0,1
Rocky Hill,2016,Driver/Passenger,662,3,176
Rocky Hill,2016,Pedestrian/Cyclist/Other,7,1,6
Rocky Hill,2017,Driver/Passenger,641,3,173
Rocky Hill,2017,Pedestrian/Cyclist/Other,9,0,9
Rocky Hill,2018,Driver/Passenger,650,1,162
Rocky Hill,2018,Pedestrian/Cyclist/Other,3,0,3
Rocky Hill,2019,Driver/Passenger,651,2,171
Rocky Hill,2019,Pedestrian/Cyclist/Other,5,0,4
Rocky Hill,2020,Driver/Passenger,384,1,112
Rocky Hill,2020,Pedestrian/Cyclist/Other,6,1,6
Rocky Hill,2021,Driver/Passenger,498,1,101
Rocky Hill,2021,Pedestrian/Cyclist/Other,4,0,4
Rocky Hill,2022,Driver/Passenger,511,1,128
Rocky Hill,2022,Pedestrian/Cyclist/Other,1,0,1
Rocky Hill,2023,Driver/Passenger,502,2,114
Rocky Hill,2023,Pedestrian/Cyclist/Other,6,0,6
Rocky Hill,2024,Driver/Passenger,554,4,126
Rocky Hill,2024,Pedestrian/Cyclist/Other,6,0,4
Rocky Hill,2025,Driver/Passenger,582,0,113
Rocky Hill,2025,Pedestrian/Cyclist/Other,10,1,8
Roxbury,2015,Driver/Passenger,40,0,8
Roxbury,2016,Driver/Passenger,49,0,11
Roxbury,2017,Driver/Passenger,56,0,11
Roxbury,2018,Driver/Passenger,63,0,15
Roxbury,2019,Driver/Passenger,53,0,11
Roxbury,2020,Driver/Passenger,38,0,16
Roxbury,2020,Pedestrian/Cyclist/Other,1,0,1
Roxbury,2021,Driver/Passenger,54,2,16
Roxbury,2022,Driver/Passenger,45,0,16
Roxbury,2023,Driver/Passenger,38,0,10
Roxbury,2023,Pedestrian/Cyclist/Other,2,0,2
Roxbury,2024,Driver/Passenger,48,0,16
Roxbury,2025,Driver/Passenger,36,0,5
Salem,2015,Driver/Passenger,78,0,22
Salem,2015,Pedestrian/Cyclist/Other,2,0,0
Salem,2016,Driver/Passenger,79,0,18
Salem,2017,Driver/Passenger,62,0,12
Salem,2017,Pedestrian/Cyclist/Other,1,1,1
Salem,2018,Driver/Passenger,71,0,13
Salem,2019,Driver/Passenger,63,1,20
Salem,2019,Pedestrian/Cyclist/Other,1,0,1
Salem,2020,Driver/Passenger,56,0,23
Salem,2020,Pedestrian/Cyclist/Other,1,0,1
Salem,2021,Driver/Passenger,60,0,23
Salem,2021,Pedestrian/Cyclist/Other,1,1,1
Salem,2022,Driver/Passenger,68,0,19
Salem,2022,Pedestrian/Cyclist/Other,1,0,1
Salem,2023,Driver/Passenger,69,1,20
Salem,2023,Pedestrian/Cyclist/Other,2,1,2
Salem,2024,Driver/Passenger,72,1,19
Salem,2025,Driver/Passenger,67,0,18
Salisbury,2015,Driver/Passenger,77,0,22
Salisbury,2015,Pedestrian/Cyclist/Other,1,0,1
Salisbury,2016,Driver/Passenger,81,2,24
Salisbury,2017,Driver/Passenger,78,0,20
Salisbury,2017,Pedestrian/Cyclist/Other,4,1,4
Salisbury,2018,Driver/Passenger,100,4,17
Salisbury,2018,Pedestrian/Cyclist/Other,2,0,1
Salisbury,2019,Driver/Passenger,63,0,15
Salisbury,2019,Pedestrian/Cyclist/Other,2,0,2
Salisbury,2020,Driver/Passenger,68,0,9
Salisbury,2020,Pedestrian/Cyclist/Other,1,0,1
Salisbury,2021,Driver/Passenger,63,0,14
Salisbury,2021,Pedestrian/Cyclist/Other,1,0,1
Salisbury,2022,Driver/Passenger,69,1,12
Salisbury,2023,Driver/Passenger,47,4,13
Salisbury,2023,Pedestrian/Cyclist/Other,1,0,0
Salisbury,2024,Driver/Passenger,69,0,14
Salisbury,2025,Driver/Passenger,86,0,18
Salisbury,2025,Pedestrian/Cyclist/Other,2,0,2
Scotland,2015,Driver/Passenger,18,0,5
Scotland,2015,Pedestrian/Cyclist/Other,1,0,1
Scotland,2016,Driver/Passenger,9,0,4
Scotland,2017,Driver/Passenger,14,0,5
Scotland,2018,Driver/Passenger,27,0,12
Scotland,2018,Pedestrian/Cyclist/Other,1,0,1
Scotland,2019,Driver/Passenger,24,2,10
Scotland,2020,Driver/Passenger,16,0,6
Scotland,2021,Driver/Passenger,10,0,1
Scotland,2022,Driver/Passenger,10,1,2
Scotland,2023,Driver/Passenger,13,0,5
Scotland,2024,Driver/Passenger,24,0,5
Scotland,2025,Driver/Passenger,19,0,7
Seymour,2015,Driver/Passenger,327,0,71
Seymour,2015,Pedestrian/Cyclist/Other,4,0,2
Seymour,2016,Driver/Passenger,428,1,111
Seymour,2016,Pedestrian/Cyclist/Other,1,0,0
Seymour,2017,Driver/Passenger,463,1,110
Seymour,2017,Pedestrian/Cyclist/Other,3,0,3
Seymour,2018,Driver/Passenger,455,0,105
Seymour,2018,Pedestrian/Cyclist/Other,3,0,2
Seymour,2019,Driver/Passenger,441,1,94
Seymour,2019,Pedestrian/Cyclist/Other,6,0,5
Seymour,2020,Driver/Passenger,311,2,74
Seymour,2020,Pedestrian/Cyclist/Other,5,0,5
Seymour,2021,Driver/Passenger,436,2,100
Seymour,2021,Pedestrian/Cyclist/Other,4,1,4
Seymour,2022,Driver/Passenger,419,1,78
Seymour,2022,Pedestrian/Cyclist/Other,1,0,1
Seymour,2023,Driver/Passenger,423,2,92
Seymour,2023,Pedestrian/Cyclist/Other,2,0,2
Seymour,2024,Driver/Passenger,448,0,101
Seymour,2024,Pedestrian/Cyclist/Other,1,0,1
Seymour,2025,Driver/Passenger,537,2,101
Seymour,2025,Pedestrian/Cyclist/Other,8,0,7
Sharon,2015,Driver/Passenger,50,0,15
Sharon,2016,Driver/Passenger,46,0,13
Sharon,2017,Driver/Passenger,51,0,12
Sharon,2018,Driver/Passenger,55,1,18
Sharon,2018,Pedestrian/Cyclist/Other,1,0,1
Sharon,2019,Driver/Passenger,49,1,12
Sharon,2019,Pedestrian/Cyclist/Other,1,0,1
Sharon,2020,Driver/Passenger,38,1,10
Sharon,2021,Driver/Passenger,51,1,14
Sharon,2022,Driver/Passenger,51,0,13
Sharon,2023,Driver/Passenger,49,0,15
Sharon,2024,Driver/Passenger,59,0,15
Sharon,2025,Driver/Passenger,66,1,9
Sharon,2025,Pedestrian/Cyclist/Other,2,0,2
Shelton,2015,Driver/Passenger,961,6,215
Shelton,2015,Pedestrian/Cyclist/Other,5,0,5
Shelton,2016,Driver/Passenger,932,4,233
Shelton,2016,Pedestrian/Cyclist/Other,12,2,9
Shelton,2017,Driver/Passenger,979,2,205
Shelton,2017,Pedestrian/Cyclist/Other,10,1,10
Shelton,2018,Driver/Passenger,926,1,207
Shelton,2018,Pedestrian/Cyclist/Other,2,0,2
Shelton,2019,Driver/Passenger,913,1,199
Shelton,2019,Pedestrian/Cyclist/Other,9,0,8
Shelton,2020,Driver/Passenger,631,3,168
Shelton,2020,Pedestrian/Cyclist/Other,6,0,5
Shelton,2021,Driver/Passenger,752,4,177
Shelton,2021,Pedestrian/Cyclist/Other,3,0,3
Shelton,2022,Driver/Passenger,750,3,170
Shelton,2022,Pedestrian/Cyclist/Other,5,0,5
Shelton,2023,Driver/Passenger,886,5,215
Shelton,2023,Pedestrian/Cyclist/Other,15,1,12
Shelton,2024,Driver/Passenger,984,4,244
Shelton,2024,Pedestrian/Cyclist/Other,12,2,12
Shelton,2025,Driver/Passenger,989,3,243
Shelton,2025,Pedestrian/Cyclist/Other,9,0,7
Sherman,2015,Driver/Passenger,58,1,15
Sherman,2016,Driver/Passenger,45,0,12
Sherman,2016,Pedestrian/Cyclist/Other,1,1,1
Sherman,2017,Driver/Passenger,41,0,9
Sherman,2018,Driver/Passenger,49,0,14
Sherman,2019,Driver/Passenger,53,0,14
Sherman,2020,Driver/Passenger,33,0,11
Sherman,2021,Driver/Passenger,48,0,16
Sherman,2022,Driver/Passenger,48,0,12
Sherman,2022,Pedestrian/Cyclist/Other,1,0,1
Sherman,2023,Driver/Passenger,42,0,12
Sherman,2024,Driver/Passenger,33,0,9
Sherman,2025,Driver/Passenger,39,0,12
Simsbury,2015,Driver/Passenger,389,2,98
Simsbury,2015,Pedestrian/Cyclist/Other,1,0,0
Simsbury,2016,Driver/Passenger,422,1,97
Simsbury,2016,Pedestrian/Cyclist/Other,5,0,5
Simsbury,2017,Driver/Passenger,400,1,78
Simsbury,2018,Driver/Passenger,408,0,107
Simsbury,2018,Pedestrian/Cyclist/Other,6,0,6
Simsbury,2019,Driver/Passenger,381,1,76
Simsbury,2019,Pedestrian/Cyclist/Other,9,0,8
Simsbury,2020,Driver/Passenger,247,1,44
Simsbury,2020,Pedestrian/Cyclist/Other,4,0,3
Simsbury,2021,Driver/Passenger,299,1,70
Simsbury,2021,Pedestrian/Cyclist/Other,1,0,1
Simsbury,2022,Driver/Passenger,309,1,64
Simsbury,2022,Pedestrian/Cyclist/Other,3,0,3
Simsbury,2023,Driver/Passenger,312,0,59
Simsbury,2023,Pedestrian/Cyclist/Other,7,1,6
Simsbury,2024,Driver/Passenger,286,1,57
Simsbury,2024,Pedestrian/Cyclist/Other,5,0,3
Simsbury,2025,Driver/Passenger,296,1,65
Simsbury,2025,Pedestrian/Cyclist/Other,6,0,5
Somers,2015,Driver/Passenger,135,0,30
Somers,2015,Pedestrian/Cyclist/Other,3,0,3
Somers,2016,Driver/Passenger,119,1,32
Somers,2016,Pedestrian/Cyclist/Other,2,1,2
Somers,2017,Driver/Passenger,121,2,37
Somers,2017,Pedestrian/Cyclist/Other,1,0,1
Somers,2018,Driver/Passenger,110,0,22
Somers,2018,Pedestrian/Cyclist/Other,1,0,1
Somers,2019,Driver/Passenger,125,0,41
Somers,2020,Driver/Passenger,82,1,22
Somers,2020,Pedestrian/Cyclist/Other,2,0,0
Somers,2021,Driver/Passenger,109,1,33
Somers,2021,Pedestrian/Cyclist/Other,1,0,1
Somers,2022,Driver/Passenger,96,0,26
Somers,2023,Driver/Passenger,109,0,43
Somers,2024,Driver/Passenger,115,0,29
Somers,2025,Driver/Passenger,119,4,32
Somers,2025,Pedestrian/Cyclist/Other,1,0,1
South Windsor,2015,Driver/Passenger,472,0,149
South Windsor,2015,Pedestrian/Cyclist/Other,1,0,1
South Windsor,2016,Driver/Passenger,465,0,144
South Windsor,2016,Pedestrian/Cyclist/Other,9,0,9
South Windsor,2017,Driver/Passenger,462,0,151
South Windsor,2017,Pedestrian/Cyclist/Other,4,0,4
South Windsor,2018,Driver/Passenger,431,0,134
South Windsor,2018,Pedestrian/Cyclist/Other,3,0,3
South Windsor,2019,Driver/Passenger,466,0,135
South Windsor,2019,Pedestrian/Cyclist/Other,4,0,4
South Windsor,2020,Driver/Passenger,338,1,103
South Windsor,2020,Pedestrian/Cyclist/Other,3,0,3
South Windsor,2021,Driver/Passenger,376,2,111
South Windsor,2021,Pedestrian/Cyclist/Other,7,0,7
South Windsor,2022,Driver/Passenger,434,3,126
South Windsor,2022,Pedestrian/Cyclist/Other,3,0,3
South Windsor,2023,Driver/Passenger,381,3,128
South Windsor,2023,Pedestrian/Cyclist/Other,6,0,6
South Windsor,2024,Driver/Passenger,437,0,125
South Windsor,2024,Pedestrian/Cyclist/Other,5,0,4
South Windsor,2025,Driver/Passenger,445,0,112
South Windsor,2025,Pedestrian/Cyclist/Other,5,0,5
Southbury,2015,Driver/Passenger,547,2,110
Southbury,2015,Pedestrian/Cyclist/Other,2,0,2
Southbury,2016,Driver/Passenger,462,5,104
Southbury,2016,Pedestrian/Cyclist/Other,3,0,3
Southbury,2017,Driver/Passenger,485,0,101
Southbury,2017,Pedestrian/Cyclist/Other,2,0,2
Southbury,2018,Driver/Passenger,479,1,92
Southbury,2018,Pedestrian/Cyclist/Other,1,0,1
Southbury,2019,Driver/Passenger,526,3,119
Southbury,2019,Pedestrian/Cyclist/Other,3,0,3
Southbury,2020,Driver/Passenger,355,1,76
Southbury,2020,Pedestrian/Cyclist/Other,1,0,1
Southbury,2021,Driver/Passenger,465,3,105
Southbury,2021,Pedestrian/Cyclist/Other,3,2,3
Southbury,2022,Driver/Passenger,498,0,98
Southbury,2022,Pedestrian/Cyclist/Other,3,1,2
Southbury,2023,Driver/Passenger,439,1,78
Southbury,2023,Pedestrian/Cyclist/Other,5,0,4
Southbury,2024,Driver/Passenger,471,1,97
Southbury,2024,Pedestrian/Cyclist/Other,1,0,1
Southbury,2025,Driver/Passenger,493,3,89
Southbury,2025,Pedestrian/Cyclist/Other,3,1,3
Southington,2015,Driver/Passenger,1008,3,232
Southington,2015,Pedestrian/Cyclist/Other,7,1,7
Southington,2016,Driver/Passenger,1144,4,275
Southington,2016,Pedestrian/Cyclist/Other,13,1,12
Southington,2017,Driver/Passenger,1246,2,300
Southington,2017,Pedestrian/Cyclist/Other,9,0,7
Southington,2018,Driver/Passenger,1189,2,294
Southington,2018,Pedestrian/Cyclist/Other,8,0,7
Southington,2019,Driver/Passenger,1201,1,275
Southington,2019,Pedestrian/Cyclist/Other,9,0,8
Southington,2020,Driver/Passenger,954,5,240
Southington,2020,Pedestrian/Cyclist/Other,10,0,9
Southington,2021,Driver/Passenger,1082,7,269
Southington,2021,Pedestrian/Cyclist/Other,12,1,10
Southington,2022,Driver/Passenger,1118,4,268
Southington,2022,Pedestrian/Cyclist/Other,13,1,11
Southington,2023,Driver/Passenger,1129,3,300
Southington,2023,Pedestrian/Cyclist/Other,15,1,15
Southington,2024,Driver/Passenger,1164,1,281
Southington,2024,Pedestrian/Cyclist/Other,14,1,11
Southington,2025,Driver/Passenger,1159,2,293
Southington,2025,Pedestrian/Cyclist/Other,13,1,9
Sprague,2015,Driver/Passenger,34,0,8
Sprague,2016,Driver/Passenger,22,0,6
Sprague,2017,Driver/Passenger,29,1,5
Sprague,2018,Driver/Passenger,25,0,2
Sprague,2019,Driver/Passenger,32,2,11
Sprague,2019,Pedestrian/Cyclist/Other,1,0,1
Sprague,2020,Driver/Passenger,17,0,2
Sprague,2021,Driver/Passenger,36,0,4
Sprague,2021,Pedestrian/Cyclist/Other,1,0,1
Sprague,2022,Driver/Passenger,26,0,8
Sprague,2023,Driver/Passenger,22,0,4
Sprague,2024,Driver/Passenger,23,0,7
Sprague,2025,Driver/Passenger,30,0,6
Sprague,2025,Pedestrian/Cyclist/Other,1,0,1
Stafford,2015,Driver/Passenger,148,0,34
Stafford,2015,Pedestrian/Cyclist/Other,3,0,2
Stafford,2016,Driver/Passenger,144,2,37
Stafford,2016,Pedestrian/Cyclist/Other,1,0,1
Stafford,2017,Driver/Passenger,162,1,48
Stafford,2017,Pedestrian/Cyclist/Other,2,0,2
Stafford,2018,Driver/Passenger,130,0,34
Stafford,2018,Pedestrian/Cyclist/Other,1,0,1
Stafford,2019,Driver/Passenger,147,0,42
Stafford,2019,Pedestrian/Cyclist/Other,1,0,1
Stafford,2020,Driver/Passenger,106,0,19
Stafford,2020,Pedestrian/Cyclist/Other,4,0,4
Stafford,2021,Driver/Passenger,126,0,38
Stafford,2021,Pedestrian/Cyclist/Other,6,0,4
Stafford,2022,Driver/Passenger,135,3,33
Stafford,2022,Pedestrian/Cyclist/Other,3,1,2
Stafford,2023,Driver/Passenger,124,1,37
Stafford,2023,Pedestrian/Cyclist/Other,2,0,2
Stafford,2024,Driver/Passenger,153,0,25
Stafford,2024,Pedestrian/Cyclist/Other,1,0,1
Stafford,2025,Driver/Passenger,146,0,26
Stafford,2025,Pedestrian/Cyclist/Other,3,0,3
Stamford,2015,Driver/Passenger,5248,1,870
Stamford,2015,Pedestrian/Cyclist/Other,124,2,114
Stamford,2016,Driver/Passenger,5305,1,869
Stamford,2016,Pedestrian/Cyclist/Other,143,4,137
Stamford,2017,Driver/Passenger,4613,6,705
Stamford,2017,Pedestrian/Cyclist/Other,106,2,97
Stamford,2018,Driver/Passenger,5061,4,809
Stamford,2018,Pedestrian/Cyclist/Other,108,2,102
Stamford,2019,Driver/Passenger,4580,1,845
Stamford,2019,Pedestrian/Cyclist/Other,115,1,105
Stamford,2020,Driver/Passenger,3331,1,589
Stamford,2020,Pedestrian/Cyclist/Other,97,2,87
Stamford,2021,Driver/Passenger,4008,3,731
Stamford,2021,Pedestrian/Cyclist/Other,119,0,112
Stamford,2022,Driver/Passenger,4074,5,731
Stamford,2022,Pedestrian/Cyclist/Other,121,4,115
Stamford,2023,Driver/Passenger,3833,5,723
Stamford,2023,Pedestrian/Cyclist/Other,119,4,102
Stamford,2024,Driver/Passenger,3855,5,715
Stamford,2024,Pedestrian/Cyclist/Other,110,1,100
Stamford,2025,Driver/Passenger,3792,0,731
Stamford,2025,Pedestrian/Cyclist/Other,122,1,118
Sterling,2015,Driver/Passenger,34,0,12
Sterling,2016,Driver/Passenger,25,1,11
Sterling,2017,Driver/Passenger,30,0,12
Sterling,2018,Driver/Passenger,33,0,11
Sterling,2019,Driver/Passenger,27,1,9
Sterling,2020,Driver/Passenger,30,0,6
Sterling,2021,Driver/Passenger,24,0,9
Sterling,2022,Driver/Passenger,34,0,15
Sterling,2023,Driver/Passenger,40,0,11
Sterling,2024,Driver/Passenger,37,0,17
Sterling,2025,Driver/Passenger,47,1,16
Sterling,2025,Pedestrian/Cyclist/Other,2,1,2
Stonington,2015,Driver/Passenger,482,2,85
Stonington,2015,Pedestrian/Cyclist/Other,3,0,2
Stonington,2016,Driver/Passenger,500,0,115
Stonington,2016,Pedestrian/Cyclist/Other,6,1,5
Stonington,2017,Driver/Passenger,513,2,113
Stonington,2017,Pedestrian/Cyclist/Other,3,0,3
Stonington,2018,Driver/Passenger,500,1,101
Stonington,2018,Pedestrian/Cyclist/Other,11,0,8
Stonington,2019,Driver/Passenger,456,1,108
Stonington,2019,Pedestrian/Cyclist/Other,7,1,6
Stonington,2020,Driver/Passenger,306,1,78
Stonington,2020,Pedestrian/Cyclist/Other,6,0,5
Stonington,2021,Driver/Passenger,441,2,105
Stonington,2021,Pedestrian/Cyclist/Other,1,0,1
Stonington,2022,Driver/Passenger,449,5,107
Stonington,2022,Pedestrian/Cyclist/Other,2,1,2
Stonington,2023,Driver/Passenger,385,1,91
Stonington,2023,Pedestrian/Cyclist/Other,10,1,8
Stonington,2024,Driver/Passenger,471,1,93
Stonington,2024,Pedestrian/Cyclist/Other,8,0,8
Stonington,2025,Driver/Passenger,495,1,86
Stonington,2025,Pedestrian/Cyclist/Other,8,0,4
Stratford,2015,Driver/Passenger,1959,2,373
Stratford,2015,Pedestrian/Cyclist/Other,28,0,23
Stratford,2016,Driver/Passenger,2105,5,403
Stratford,2016,Pedestrian/Cyclist/Other,21,0,19
Stratford,2017,Driver/Passenger,2097,3,378
Stratford,2017,Pedestrian/Cyclist/Other,23,1,20
Stratford,2018,Driver/Passenger,2006,3,383
Stratford,2018,Pedestrian/Cyclist/Other,22,0,19
Stratford,2019,Driver/Passenger,1787,2,354
Stratford,2019,Pedestrian/Cyclist/Other,27,2,24
Stratford,2020,Driver/Passenger,1273,2,314
Stratford,2020,Pedestrian/Cyclist/Other,21,1,19
Stratford,2021,Driver/Passenger,1654,2,408
Stratford,2021,Pedestrian/Cyclist/Other,24,0,21
Stratford,2022,Driver/Passenger,1678,3,386
Stratford,2022,Pedestrian/Cyclist/Other,20,0,17
Stratford,2023,Driver/Passenger,1497,3,297
Stratford,2023,Pedestrian/Cyclist/Other,23,4,19
Stratford,2024,Driver/Passenger,1496,2,326
Stratford,2024,Pedestrian/Cyclist/Other,19,0,15
Stratford,2025,Driver/Passenger,1620,5,312
Stratford,2025,Pedestrian/Cyclist/Other,26,1,21
Suffield,2015,Driver/Passenger,182,3,63
Suffield,2015,Pedestrian/Cyclist/Other,4,0,3
Suffield,2016,Driver/Passenger,219,0,57
Suffield,2016,Pedestrian/Cyclist/Other,6,0,5
Suffield,2017,Driver/Passenger,218,0,63
Suffield,2017,Pedestrian/Cyclist/Other,5,0,4
Suffield,2018,Driver/Passenger,202,2,62
Suffield,2018,Pedestrian/Cyclist/Other,4,1,4
Suffield,2019,Driver/Passenger,246,3,74
Suffield,2020,Driver/Passenger,152,0,42
Suffield,2020,Pedestrian/Cyclist/Other,2,0,2
Suffield,2021,Driver/Passenger,219,2,61
Suffield,2022,Driver/Passenger,191,3,57
Suffield,2023,Driver/Passenger,203,0,68
Suffield,2023,Pedestrian/Cyclist/Other,2,0,2
Suffield,2024,Driver/Passenger,252,3,65
Suffield,2024,Pedestrian/Cyclist/Other,5,0,4
Suffield,2025,Driver/Passenger,187,1,46
Suffield,2025,Pedestrian/Cyclist/Other,4,0,4
Thomaston,2015,Driver/Passenger,199,1,50
Thomaston,2015,Pedestrian/Cyclist/Other,1,0,1
Thomaston,2016,Driver/Passenger,251,0,65
Thomaston,2016,Pedestrian/Cyclist/Other,1,0,1
Thomaston,2017,Driver/Passenger,262,1,63
Thomaston,2017,Pedestrian/Cyclist/Other,2,0,1
Thomaston,2018,Driver/Passenger,238,2,52
Thomaston,2018,Pedestrian/Cyclist/Other,1,0,1
Thomaston,2019,Driver/Passenger,240,0,45
Thomaston,2019,Pedestrian/Cyclist/Other,1,0,1
Thomaston,2020,Driver/Passenger,197,1,49
Thomaston,2020,Pedestrian/Cyclist/Other,1,0,0
Thomaston,2021,Driver/Passenger,179,1,48
Thomaston,2022,Driver/Passenger,189,1,43
Thomaston,2022,Pedestrian/Cyclist/Other,4,1,3
Thomaston,2023,Driver/Passenger,98,0,14
Thomaston,2023,Pedestrian/Cyclist/Other,1,0,1
Thomaston,2024,Driver/Passenger,174,1,42
Thomaston,2024,Pedestrian/Cyclist/Other,4,0,4
Thomaston,2025,Driver/Passenger,188,2,42
Thomaston,2025,Pedestrian/Cyclist/Other,3,1,3
Thompson,2015,Driver/Passenger,156,3,39
